Portfolio Name,Company Name,Asset Name,Sub-industry,Asset Type,Latitude,Longitude,Address,Asset ID,Country,Country Code,Realm,Biome,Ecosystem Functional Group,River Basin,Priority,Sensitive Locations,Biodiversity Importance (Aggregated),High Ecosystem Integrity (Aggregated),Decline in Ecosystem Integrity (Aggregated),Physical Water Risk (Aggregated),Ecosystem Services Provision (Aggregated)
SFI,West China Cement Ltd,Shaanxi Shifeng Cement Co Ltd,Diversified Metals & Mining,Mining,34.93405,109.218235,,19456,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,1,0.6396,0.0052,0.6396,0.4795,0.75,0.2496
SFI,West China Cement Ltd,Shaanxi Yaowangshan Cement Co Ltd,Diversified Metals & Mining,Mining,34.945884,109.016777,,19457,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Central China Loess Plateau mixed forests,Yellow River,1,0.6942,0.0119,0.6942,0.4802,0.75,0.3288
SFI,West China Cement Ltd,Shangluo Yaobai Longqiao Cement Co Ltd,Diversified Metals & Mining,Mining,33.721699,110.228472,,19458,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Qin Ling Mountains deciduous forests,Han Shui,1,0.6539,0.0438,0.8492,0.3589,0.6539,0.3789
SFI,West China Cement Ltd,Shangluo Yaobai Xiushan Cement Co Ltd,Diversified Metals & Mining,Mining,33.39987,109.19386,,19459,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Qin Ling Mountains deciduous forests,Han Shui,1,0.6136,0.4692,0.8892,0.5161,0.5964,0.6136
SFI,West China Cement Ltd,Yili Yaobai Cement Co Ltd,Diversified Metals & Mining,Mining,43.971067,81.093612,,19460,China,CHN,Palearctic,"Temperate Grasslands"",""Savannas & Shrublands",Tian Shan foothill arid steppe,Balkhash & Alakol,0,0.5,0.0443,0.8185,0.3953,0.5,0.2613
SFI,West China Cement Ltd,Yutian Yaobai,Diversified Metals & Mining,Mining,36.784484,81.851636,,19461,China,CHN,Palearctic,Deserts & Xeric Shrublands,Taklimakan desert,Tarim He & Tibetan Plateau,0,0.5676,0.0116,0.9073,0.5052,0.5676,0.0759
SFI,West China Cement Ltd,Shaanxi Yaobai Special Cement Co Ltd,Diversified Metals & Mining,Mining,35.071655,109.581788,,19462,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,Yellow River,1,0.641,0.005,0.641,0.5031,0.75,0.4012
SFI,Wietersdorfer & Peggauer Zementwerke Gmbh,W&P Zement Gmbh,Diversified Metals & Mining,Mining,46.851283,14.532924,,19463,Austria,AUT,Palearctic,Temperate Conifer Forests,Alps conifer and mixed forests,Drava,0,0.5237,0.169,0.7371,0.5237,0.372,0.4704
SFI,Wietersdorfer & Peggauer Zementwerke Gmbh,W&P Zement Gmbh,Diversified Metals & Mining,Mining,47.213805,15.344482,,19464,Austria,AUT,Palearctic,Temperate Conifer Forests,Alps conifer and mixed forests,Drava,0,0.5468,0.331,0.7119,0.5468,0.4567,0.4297
SFI,X18 Cement Jsc,X18 Cement Jsc,Diversified Metals & Mining,Mining,20.336018,105.721416,,19465,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,Red (Pacific Ocean),1,0.808,0.9258,0.5796,0.4595,0.808,0.5807
SFI,Xuan Thanh,Xuan Thanh,Diversified Metals & Mining,Mining,20.423681,105.902052,,19466,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,Red (Pacific Ocean),1,0.808,0.9127,0.5374,0.4515,0.808,0.5126
SFI,Xuan Thanh,Xuan Thanh,Diversified Metals & Mining,Mining,15.766071,107.860024,,19467,Vietnam,VNM,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,Southern Vietnam lowland dry forests,South China Sea,1,0.7933,0.905,0.7933,0.4944,0.5809,0.771
SFI,Yanbu Cement Company Sjsc,Yanbu Cement Company Sjsc,Diversified Metals & Mining,Mining,24.27617,37.56333,,19468,Saudi Arabia,SAU,Palearctic,Deserts & Xeric Shrublands,Red Sea-Arabian Desert shrublands,Arabian Peninsula,1,0.842,0.842,0.9032,0.5158,0.5,0.101
SFI,Yasuj Cement Company,Yasuj Cement Company,Diversified Metals & Mining,Mining,30.519905,51.543211,,19469,Iran,IRN,Palearctic,Temperate Broadleaf & Mixed Forests,Zagros Mountains forest steppe,Karun,0,0.579,0.4249,0.822,0.5169,0.579,0.5233
SFI,Yemen For Cement Industry & Marketing Corp,Yemen For Cement Industry & Marketing Corp,Diversified Metals & Mining,Mining,15.649707,43.921802,,19470,Yemen,YEM,Afrotropic,Deserts & Xeric Shrublands,Southwest Arabian highland xeric scrub,Arabian Peninsula,1,0.6125,0.6125,0.8187,0.51,0.5999,0.4581
SFI,Yemen For Cement Industry & Marketing Corp,Yemen For Cement Industry & Marketing Corp,Diversified Metals & Mining,Mining,15.032711,43.25929,,19471,Yemen,YEM,Afrotropic,Deserts & Xeric Shrublands,Southwest Arabian coastal xeric shrublands,Arabian Peninsula,1,0.7716,0.6796,0.7716,0.4994,0.7831,0.2513
SFI,Yemen For Cement Industry & Marketing Corp,Yemen For Cement Industry & Marketing Corp,Diversified Metals & Mining,Mining,13.50015,43.726776,,19472,Yemen,YEM,Afrotropic,Deserts & Xeric Shrublands,Southwest Arabian Escarpment shrublands and woodlands,Arabian Peninsula,1,0.7831,0.7804,0.8334,0.5107,0.7831,0.3847
SFI,Ytl Corporation Bhd,Malayan Cement Bhd,Diversified Metals & Mining,Mining,4.77113,101.11266,,19473,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Peninsular Malaysian rain forests,Perak,1,0.8103,0.9563,0.8103,0.4146,0.4321,0.7636
SFI,Ytl Corporation Bhd,Malayan Cement Bhd,Diversified Metals & Mining,Mining,6.420931,99.765314,,19474,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Tenasserim-South Thailand semi-evergreen rain forests,Malay Peninsula (526),1,0.7133,0.7669,0.7133,0.4436,0.5066,0.2218
SFI,Ytl Corporation Bhd,Malayan Cement Bhd,Diversified Metals & Mining,Mining,3.307813,101.573189,,19475,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Peninsular Malaysian rain forests,Malay Peninsula (526),1,0.7595,0.9354,0.6641,0.25,0.4287,0.7595
SFI,Ytl Corporation Bhd,Malayan Cement Bhd,Diversified Metals & Mining,Mining,1.436234,103.913292,,19476,Malaysia,MYS,,,,Malay Peninsula (526),0,0.5893,0.7868,0.5776,0.3209,0.496,0.5893
SFI,Ytl Corporation Bhd,Malayan Cement Bhd,Diversified Metals & Mining,Mining,1.442528,103.91018,,19477,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Peninsular Malaysian rain forests,Malay Peninsula (526),1,0.6023,0.7863,0.6023,0.3219,0.496,0.5882
SFI,Yurt Cimento Sanayi Ve Ticaret As,Yurt Cimento Sanayi Ve Ticaret As,Diversified Metals & Mining,Mining,38.892444,41.568589,,19478,Turkey,TUR,Palearctic,"Temperate Grasslands"",""Savannas & Shrublands",Eastern Anatolian montane steppe,Euphrates & Tigris in Europe,1,0.6814,0.6814,0.7897,0.5129,0.5531,0.4705
SFI,Zeal Pak Cement Factory Ltd,Zeal Pak Cement Factory Ltd,Diversified Metals & Mining,Mining,25.34692,68.396246,,19479,Pakistan,PAK,Indomalayan,Deserts & Xeric Shrublands,Aravalli west thorn scrub forests,Indus,0,0.4951,0.4951,0.4396,0.3923,0.8125,0.2894
SFI,Zement Und Kalkwerke Otterbein Gmbh & Co Kg,Zement Und Kalkwerke Otterbein Gmbh & Co Kg,Diversified Metals & Mining,Mining,50.584533,9.510138,,19480,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,Weser,1,0.6431,0.754,0.6431,0.4859,0.5671,0.4951
SFI,Zementwerk Luebeck & Cokommanditgesellschaft Gmbh,Zementwerk Luebeck & Cokommanditgesellschaft Gmbh,Diversified Metals & Mining,Mining,53.899492,10.809747,,19481,Germany,DEU,Palearctic,Temperate Broadleaf & Mixed Forests,Baltic mixed forests,Baltic Sea (641),1,0.7501,0.7501,0.5387,0.4372,0.5844,0.7525
SFI,Zhejiang Jiangshanhu Group,Changshan Jiangshan Tiger Cement Co Ltd,Diversified Metals & Mining,Mining,28.948186,118.481525,,19482,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,1,0.7142,0.4909,0.7142,0.7361,0.5626,0.5414
SFI,Zhejiang Jiangshanhu Group,Jiangshan Hejiashan Cement Co Ltd,Diversified Metals & Mining,Mining,28.727886,118.598681,,19483,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yellow Sea & East China Sea,0,0.5626,0.5065,0.7032,0,0.5626,0.5454
SFI,Zhejiang Jiangshanhu Group,Jiangxi Yanying Cement Co Ltd,Diversified Metals & Mining,Mining,28.706505,118.317316,,19484,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Yangtze,0,0.5501,0.4995,0.7008,0.3956,0.5501,0.5085
SFI,Confidential,Confidential1,Diversified Metals & Mining,Mining,35.9658,68.686338,,19485,Afghanistan,AFG,Palearctic,Deserts & Xeric Shrublands,Paropamisus xeric woodlands,Aral Sea & Amu Darya,0,0.5898,0.0371,0.8554,0.5235,0.5898,0.2242
SFI,Confidential,Confidential2,Diversified Metals & Mining,Mining,34.322144,61.953503,,19486,Afghanistan,AFG,Palearctic,Deserts & Xeric Shrublands,Central Persian desert basins,WMOBB 218,1,0.7101,0.0319,0.8367,0.5018,0.7101,0.0919
SFI,Confidential,Confidential3,Diversified Metals & Mining,Mining,-11.185243,14.030804,,19487,Angola,AGO,Afrotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",Angolan scarp savanna and woodlands,South Atlantic (154),1,0.6654,0.6654,0.8493,0.537,0.5013,0.581
SFI,Confidential,Confidential4,Diversified Metals & Mining,Mining,-9.101295,13.567408,,19488,Angola,AGO,Afrotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",Angolan scarp savanna and woodlands,South Atlantic (154),1,0.7407,0.7407,0.7584,0.4754,0.4584,0.4344
SFI,Confidential,Confidential5,Diversified Metals & Mining,Mining,-12.537825,13.496729,,19489,Angola,AGO,Afrotropic,Deserts & Xeric Shrublands,Namibian savanna woodlands,South Atlantic (154),1,0.6697,0.4067,0.8596,0.5064,0.4776,0.6697
SFI,Confidential,Confidential6,Diversified Metals & Mining,Mining,41.120103,20.045136,,19490,Albania,ALB,Palearctic,"Mediterranean Forests"",""Woodlands & Scrub",Pindus Mountains mixed forests,Adriatic Sea (660),1,0.8622,0.8622,0.7485,0.5186,1,0.7189
SFI,Confidential,Confidential7,Diversified Metals & Mining,Mining,-34.378987,-55.280467,,19491,Uruguay,URY,Neotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",Uruguayan savanna,Rio de la Plata,1,0.8199,0.8434,0.8199,0.5029,0.5168,0.6579
SFI,Confidential,Confidential8,Diversified Metals & Mining,Mining,41.16592,45.254606,,19492,Azerbaijan,AZE,Palearctic,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,Kura & Aras,1,0.6172,0.6172,0.7977,0.506,0.5,0.422
SFI,Confidential,Confidential9,Diversified Metals & Mining,Mining,40.251212,49.447206,,19493,Azerbaijan,AZE,Palearctic,Deserts & Xeric Shrublands,Azerbaijan shrub desert and steppe,Caspian Sea (684),1,0.75,0.519,0.8159,0.4605,0.75,0.306
SFI,Confidential,Confidential10,Diversified Metals & Mining,Mining,-2.883556,29.114364,,19494,Burundi,BDI,Afrotropic,Tropical & Subtropical Moist Broadleaf Forests,Albertine Rift montane forests,Tanganyika,1,0.7768,0.8684,0.7768,0.5276,0.5125,0.7033
SFI,Confidential,Confidential11,Diversified Metals & Mining,Mining,7.143572,2.545286,,19495,Benin,BEN,Afrotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",Guinean forest-savanna,Oueme,1,0.687,0.4465,0.7265,0.4937,0.687,0.2605
SFI,Confidential,Confidential12,Diversified Metals & Mining,Mining,6.353237,2.43963,,19496,Benin,BEN,Afrotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",Guinean forest-savanna,Gulf of Guinea,1,0.6357,0.7514,0.598,0.6357,0.6271,0.4229
SFI,Confidential,Confidential13,Diversified Metals & Mining,Mining,12.435023,-1.481016,,19497,Burkina Faso,BFA,Afrotropic,"Tropical & Subtropical Grasslands"",""Savannas & Shrublands",West Sudanian savanna,Volta,1,0.7225,0.7225,0.7948,0.4623,0.6864,0.1233
SFI,Confidential,Confidential14,Diversified Metals & Mining,Mining,23.625073,90.514676,,19498,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Meghna,0,0.4477,0.0708,0.4477,0.4229,1,0.2749
SFI,Confidential,Confidential15,Diversified Metals & Mining,Mining,23.587847,90.516466,,19499,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Meghna,0,0.4493,0.07,0.4493,0.4345,1,0.2718
SFI,Confidential,Confidential16,Diversified Metals & Mining,Mining,22.515404,89.587142,,19500,Bangladesh,BGD,Indomalayan,{Mangroves},Sundarbans mangroves,Ganges,1,0.7225,0.6179,0.6411,0.4858,0.9202,0.7225
SFI,Confidential,Confidential17,Diversified Metals & Mining,Mining,23.599461,90.510752,,19501,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Meghna,0,0.4488,0.0697,0.4488,0.4064,1,0.2717
SFI,Confidential,Confidential18,Diversified Metals & Mining,Mining,23.576689,90.508382,,19502,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Meghna,0,0.4499,0.0697,0.4499,0.4168,1,0.2709
SFI,Confidential,Confidential19,Diversified Metals & Mining,Mining,22.517834,89.585596,,19503,Bangladesh,BGD,Indomalayan,{Mangroves},Sundarbans mangroves,Ganges,1,0.721,0.6179,0.6406,0.4853,0.9202,0.721
SFI,Confidential,Confidential20,Diversified Metals & Mining,Mining,23.568501,90.520327,,19504,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Meghna,0,0.4584,0.0697,0.4504,0.4584,1,0.2716
SFI,Confidential,Confidential21,Diversified Metals & Mining,Mining,22.26509,91.796193,,19505,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Karnaphuli,0,0.5584,0.4577,0.5584,0.4104,0.7964,0.3998
SFI,Confidential,Confidential22,Diversified Metals & Mining,Mining,22.307487,91.812937,,19506,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Karnaphuli,0,0.5718,0.4698,0.5718,0.4232,0.7964,0.4162
SFI,Confidential,Confidential23,Diversified Metals & Mining,Mining,22.308584,91.8143,,19507,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Karnaphuli,0,0.5726,0.4706,0.5726,0.4239,0.7964,0.4195
SFI,Confidential,Confidential24,Diversified Metals & Mining,Mining,22.312268,91.858,,19508,Bangladesh,BGD,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,Karnaphuli,0,0.5893,0.49,0.5893,0.4314,0.7964,0.434
SFI,Taiheiyo Cement Corp,Taiheiyo Cement Corp,Diversified Metals & Mining,Mining,33.08406,131.858976,,19209,Japan,JPN,Palearctic,Temperate Broadleaf & Mixed Forests,Taiheiyo evergreen forests,Kyushu & Ryukyu Islands,1,0.7086,0.8952,0.7086,0.4527,0.424,0.5689
SFI,Taiheiyo Cement Corp,Tsuruga Cement Co Ltd,Diversified Metals & Mining,Mining,35.666816,136.080438,,19210,Japan,JPN,,,,Honshu Island (289),1,0.6769,0.9434,0.6769,0.5308,0.4307,0.6187
SFI,Taiheiyo Cement Corp,Taiheiyo Cement Philippines Inc,Diversified Metals & Mining,Mining,10.16122,123.700111,,19211,Philippines,PHL,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Greater Negros-Panay rain forests,Central Visayas,1,0.7192,0.7815,0.6527,0.4162,0.7192,0.5266
SFI,Taiheiyo Cement Corp,Calportland Co,Diversified Metals & Mining,Mining,34.608111,-117.336373,,19212,United States,USA,Nearctic,Deserts & Xeric Shrublands,Mojave desert,Great Basin,1,0.7415,0.7415,0.8603,0.4728,0.3875,0.4723
SFI,Taiheiyo Cement Corp,Calportland Co,Diversified Metals & Mining,Mining,35.029722,-118.314341,,19213,United States,USA,Nearctic,Deserts & Xeric Shrublands,Mojave desert,Great Basin,1,0.7772,0.7772,0.8415,0.5084,0.5,0.4979
SFI,Taiheiyo Cement Corp,Calportland Co,Diversified Metals & Mining,Mining,32.410114,-111.151751,,19214,United States,USA,Nearctic,Deserts & Xeric Shrublands,Sonoran desert,Colorado,0,0.5,0.1514,0.7106,0.4527,0.5,0.3197
SFI,Taiheiyo Cement Corp,Nghi Son Cement Corp,Diversified Metals & Mining,Mining,19.333214,105.789349,,19215,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,South China Sea,0,0.5987,0.2807,0.5987,0.3313,0.9523,0.357
SFI,Taiwan Cement Corp,Tcc Huaihua Cement Co Ltd,Diversified Metals & Mining,Mining,27.596557,110.095778,,19216,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Xiang Jiang,0,0.5576,0.1385,0.6761,0.4732,0.5576,0.4126
SFI,Taiwan Cement Corp,Tcc Yingde Cement Co Ltd,Diversified Metals & Mining,Mining,24.252709,113.40456,,19217,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Jian Nan subtropical evergreen forests,Zhu Jiang,1,0.6606,0.3657,0.6606,0.4845,0.5317,0.8245
SFI,Taiwan Cement Corp,Tcc Guigang Cement Co Ltd,Diversified Metals & Mining,Mining,23.144596,109.355321,,19218,China,CHN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Zhu Jiang,0,0.5016,0.1056,0.549,0.4663,0.5016,0.3968
SFI,Taiwan Cement Corp,Jurong Tcc Cement Co Ltd,Diversified Metals & Mining,Mining,32.191549,119.258714,,19219,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Changjiang Plain evergreen forests,Yangtze,0,0.4116,0.2061,0.4116,0.1819,0.7419,0.3482
SFI,Taiwan Cement Corp,Guizhou Gangan Cement Co Ltd,Diversified Metals & Mining,Mining,25.95292,105.574632,,19220,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Zhu Jiang,0,0.5145,0.44,0.7481,0.5145,0.5,0.4277
SFI,Taiwan Cement Corp,Luzhou Saide Cement Co Ltd,Diversified Metals & Mining,Mining,28.089658,105.53624,,19221,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,0,0.5303,0.4043,0.7392,0.5303,0.5129,0.3388
SFI,Taiwan Cement Corp,Tcc (Anshun) Cement Co Ltd,Diversified Metals & Mining,Mining,26.395396,106.271086,,19222,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Yangtze,1,0.6724,0.3172,0.6724,0.4037,0.75,0.3874
SFI,Taiwan Cement Corp,Tcc (Guangan) Cement Co Ltd,Diversified Metals & Mining,Mining,30.477089,106.870174,,19223,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yalong Jiang,0,0.532,0.0452,0.6065,0.4663,0.532,0.3417
SFI,Taiwan Cement Corp,Tcc Huaying Cement Co Ltd,Diversified Metals & Mining,Mining,30.196568,106.684955,,19224,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yalong Jiang,0,0.532,0.0452,0.5602,0.4661,0.532,0.3029
SFI,Taiwan Cement Corp,Tcc Jingzhou Cement Co Ltd,Diversified Metals & Mining,Mining,26.543535,109.601509,,19225,China,CHN,Palearctic,Tropical & Subtropical Moist Broadleaf Forests,Guizhou Plateau broadleaf and mixed forests,Xiang Jiang,0,0.5715,0.3394,0.7561,0.5208,0.5715,0.4662
SFI,Taiwan Cement Corp,Tcc Liaoning Cement Co Ltd,Diversified Metals & Mining,Mining,41.346859,123.471943,,19226,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Manchurian mixed forests,Liao He,0,0.5431,0.0268,0.5431,0.396,0.75,0.4952
SFI,Taiwan Cement Corp,Tcc Fuzhou Cement Co Ltd,Diversified Metals & Mining,Mining,26.007226,119.491719,,19227,China,CHN,,,,Yellow Sea & East China Sea,1,0.6512,0.8282,0.5737,0.4492,0.486,0.6512
SFI,Taiwan Cement Corp,Luzhou Naxi Saide Cement Co Ltd,Diversified Metals & Mining,Mining,28.762792,105.355415,,19228,China,CHN,Palearctic,Temperate Broadleaf & Mixed Forests,Sichuan Basin evergreen broadleaf forests,Yangtze,0,0.5162,0.1588,0.5781,0.5162,0.5129,0.3727
SFI,Taiwan Cement Corp,Taiwan Cement Corp,Diversified Metals & Mining,Mining,24.305891,121.753512,,19229,Taiwan,TWN,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Taiwan subtropical evergreen forests,Taiwan,1,0.8465,0.8465,0.7926,0.4948,0.4826,0.9046
SFI,Taiwan Cement Corp,Taiwan Cement Corp,Diversified Metals & Mining,Mining,24.009607,121.637525,,19230,Taiwan,TWN,,,,Taiwan,1,0.8428,0.8517,0.8096,0.5192,0.4826,0.8428
SFI,Taiwan Cement Corp,Taiwan Cement Corp,Diversified Metals & Mining,Mining,24.586075,121.851615,,19231,Taiwan,TWN,,,,Taiwan,1,0.8604,0.9199,0.7461,0.567,0.4826,0.8604
SFI,Tan Quang Vvvmi Cement Jsc,Tan Quang Vvvmi Cement Jsc,Diversified Metals & Mining,Mining,21.840986,105.206246,,19232,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,South China-Vietnam subtropical evergreen forests,Red (Pacific Ocean),1,0.692,0.692,0.6309,0.404,0.5007,0.7307
SFI,Tan Thang Cement Jsc,Tan Thang Cement Jsc,Diversified Metals & Mining,Mining,19.332494,105.625768,,19233,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,South China Sea,1,0.6253,0.4278,0.6253,0.4741,0.9523,0.3743
SFI,Tasek Corporation Bhd,Tasek Corporation Bhd,Diversified Metals & Mining,Mining,4.633606,101.104468,,19234,Malaysia,MYS,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Peninsular Malaysian rain forests,Perak,1,0.7843,0.9006,0.7843,0.4064,0.4321,0.7027
SFI,Teba Cement Factory,Teba Cement Factory,Diversified Metals & Mining,Mining,24.291296,54.460784,,19235,United Arab Emirates,ARE,Palearctic,Deserts & Xeric Shrublands,Arabian-Persian Gulf coastal plain desert,Arabian Peninsula,1,0.7983,0.0195,0.7983,0.376,0.7996,0.5609
SFI,Tehran Cement Company,Gilan Sabz Cement Co,Diversified Metals & Mining,Mining,36.85618,50.015024,,19236,Iran,IRN,Palearctic,Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,Caspian Sea (221),1,0.7115,0.5967,0.7588,0.4523,0.7115,0.5719
SFI,Tehran Cement Company,Nahvand Cement Company,Diversified Metals & Mining,Mining,34.056017,48.499557,,19237,Iran,IRN,Palearctic,Temperate Broadleaf & Mixed Forests,Zagros Mountains forest steppe,Euphrates & Tigris in Asia,1,0.7263,0.0451,0.7263,0.4909,0.75,0.1596
SFI,Tehran Cement Company,Peyvand Golestan Cement Co,Diversified Metals & Mining,Mining,37.296253,55.482199,,19238,Iran,IRN,Palearctic,Temperate Broadleaf & Mixed Forests,Caspian Hyrcanian mixed forests,Caspian Sea (221),1,0.6987,0.3846,0.7445,0.4501,0.6987,0.2915
SFI,Tehran Cement Company,Hegmatan Cement Co,Diversified Metals & Mining,Mining,35.306548,49.211938,,19239,Iran,IRN,Palearctic,Temperate Broadleaf & Mixed Forests,Zagros Mountains forest steppe,Iranian Plateau,1,0.6092,0.0261,0.7312,0.5156,0.6092,0.1731
SFI,Tehran Cement Company,Ilam Cement Co,Diversified Metals & Mining,Mining,33.720436,46.510696,,19240,Iran,IRN,Palearctic,Temperate Broadleaf & Mixed Forests,Zagros Mountains forest steppe,Euphrates & Tigris in Asia,1,0.6739,0.531,0.7982,0.5243,0.6739,0.3857
SFI,Tehran Cement Company,Tehran Cement Company,Diversified Metals & Mining,Mining,35.575709,51.510251,,19241,Iran,IRN,Palearctic,Deserts & Xeric Shrublands,Central Persian desert basins,Iranian Plateau,1,0.6242,0.361,0.6242,0.3485,0.75,0.2501
SFI,Thai Binh Cement Jsc,Thai Binh Cement Jsc,Diversified Metals & Mining,Mining,20.467564,106.334861,,19242,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Red River freshwater swamp forests,South China Sea,0,0.5427,0.5427,0.4919,0.3954,0.8049,0.4154
SFI,Thai Boon Roong Co Ltd,Thai Boon Roong Co Ltd,Diversified Metals & Mining,Mining,10.718818,104.354834,,19243,Cambodia,KHM,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,Central Indochina dry forests,Gulf of Thailand,1,0.6681,0.5888,0.6681,0.4571,0.7882,0.417
SFI,Thai Group Holdings,Thai Group,Diversified Metals & Mining,Mining,11.63051,106.49309,,19244,Vietnam,VNM,Indomalayan,Tropical & Subtropical Dry Broadleaf Forests,Southeast Indochina dry evergreen forests,Dong Nai & Vaico,0,0.5868,0.247,0.5868,0.4995,0.6052,0.5331
SFI,Thanh Cong Group Jsc,Cong Thanh Cement Jsc,Diversified Metals & Mining,Mining,19.378829,105.65744,,19245,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,South China Sea,1,0.6231,0.471,0.6231,0.3275,0.9523,0.3795
SFI,Thanh Cong Group Jsc,Cong Thanh Cement Jsc,Diversified Metals & Mining,Mining,21.006744,106.543848,,19246,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Red River freshwater swamp forests,South China Sea,1,0.6077,0.6077,0.5033,0.4364,0.6315,0.5391
SFI,Thanh Thang Group Cement Jsc,Thanh Thang Cement Corporation,Diversified Metals & Mining,Mining,20.406496,105.901139,,19247,Vietnam,VNM,Indomalayan,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,Red (Pacific Ocean),1,0.808,0.9379,0.5383,0.4486,0.808,0.5157
SFI,Thatta Cement Company Ltd,Thatta Cement Company Ltd,Diversified Metals & Mining,Mining,24.648057,67.843569,,19248,Pakistan,PAK,Indomalayan,Deserts & Xeric Shrublands,Aravalli west thorn scrub forests,Arabian Sea (296),1,0.7415,0.7583,0.6884,0.4905,0.7415,0.4631
